PM_Diff_Amt,PM_Diff_Category_Val,Precip_12AM-6AM,Precip_6AM-10AM,Precip_6AM-12PM,WindSpeed_12AM-6AM_avg_val,WindSpeed_6AM-10AM_avg_val,WindSpeed_10AM-2PM_avg_val,open_price,prior_day_open_price,prior_day_open_diff,prior_day_trend,yesterday_avg_diff,yesterday_avg_trend
-3.0,Same_Activity,No Precip,No Precip,No Precip,1.5,4.0,5.13,15.095,15.044,0.0508,Better (>.05),0.0763,Better (>.05)
1.0,Same_Activity,No Precip,No Precip,No Precip,9.08,11.75,12.95,15.318,15.095,0.2225,Significantly Better (>.10),0.0763,Better (>.05)
-1.0,Same_Activity,No Precip,Light Precip,Light Precip,7.83,8.0,6.25,15.28,15.318,-0.0375,Slightly Worse (<-.02),0.2479,Significantly Better (>.10)
-6.0,Less_Activity,No Precip,No Precip,No Precip,7.98,8.3,8.38,15.32,15.28,0.04,Slightly Better (>.02),0.0738,Better (>.05)
-9.0,Less_Activity,No Precip,No Precip,No Precip,3.87,4.38,1.68,15.28,15.32,-0.04,Slightly Worse (<-.02),0.0213,Slightly Better (>.02)
4.0,Same_Activity,No Precip,No Precip,No Precip,1.18,3.43,3.3,15.228,15.245,-0.0175,Nominal Change,-0.0263,Slightly Worse (<-.02)
0.0,Same_Activity,No Precip,No Precip,No Precip,0.83,4.5,2.5,15.155,15.228,-0.0725,Worse (<-.05),-0.0263,Slightly Worse (<-.02)
-7.0,Less_Activity,No Precip,Precip,Precip,6.12,7.05,8.88,15.398,15.155,0.2425,Significantly Better (>.10),-0.0813,Worse (<-.05)
1.0,Same_Activity,No Precip,No Precip,No Precip,9.33,7.88,8.75,15.4,15.398,0.0025,Nominal Change,0.2063,Significantly Better (>.10)
-9.0,Less_Activity,No Precip,No Precip,No Precip,7.17,12.75,16.63,15.1,15.4,-0.3,Significantly Worse (<-.10),0.1238,Significantly Better (>.10)
4.0,Same_Activity,No Precip,No Precip,No Precip,2.5,7.0,9.75,15.083,15.088,-0.0058,Nominal Change,-0.0088,Nominal Change
0.0,Same_Activity,No Precip,No Precip,No Precip,7.5,6.25,5.88,15.118,15.083,0.035,Slightly Better (>.02),-0.0088,Nominal Change
1.0,Same_Activity,No Precip,No Precip,No Precip,5.08,7.13,7.88,15.13,15.118,0.0125,Nominal Change,0.0321,Slightly Better (>.02)
2.0,Same_Activity,No Precip,No Precip,No Precip,7.33,8.0,14.0,15.213,15.13,0.0825,Better (>.05),0.03,Slightly Better (>.02)
2.0,Same_Activity,Precip,No Precip,No Precip,15.95,7.25,3.88,14.97,15.213,-0.2425,Significantly Worse (<-.10),0.0888,Better (>.05)
0.0,Same_Activity,No Precip,No Precip,No Precip,0.5,3.38,10.75,14.898,14.922,-0.0242,Slightly Worse (<-.02),-0.0363,Slightly Worse (<-.02)
-3.0,Same_Activity,No Precip,No Precip,No Precip,5.42,9.0,10.63,15.118,14.898,0.22,Significantly Better (>.10),-0.0363,Slightly Worse (<-.02)
-5.0,Same_Activity,No Precip,No Precip,No Precip,4.83,5.1,10.23,15.24,15.118,0.1225,Significantly Better (>.10),0.2079,Significantly Better (>.10)
3.0,Same_Activity,No Precip,No Precip,No Precip,4.25,9.88,19.5,15.323,15.24,0.0825,Better (>.05),0.2325,Significantly Better (>.10)
-4.0,Same_Activity,No Precip,No Precip,No Precip,11.08,17.5,18.13,15.475,15.323,0.1525,Significantly Better (>.10),0.1438,Significantly Better (>.10)
1.0,Same_Activity,No Precip,No Precip,No Precip,0.0,0.38,7.0,15.655,15.595,0.06,Better (>.05),0.09,Better (>.05)
-3.0,Same_Activity,No Precip,No Precip,No Precip,4.08,4.5,9.63,15.708,15.655,0.0525,Better (>.05),0.09,Better (>.05)
-3.0,Same_Activity,No Precip,No Precip,No Precip,0.0,3.0,6.63,15.74,15.708,0.0325,Slightly Better (>.02),0.0825,Better (>.05)
-4.0,Same_Activity,No Precip,No Precip,No Precip,6.83,7.25,6.63,15.855,15.853,0.0025,Nominal Change,0.0038,Nominal Change
-2.0,Same_Activity,No Precip,Precip,Precip,7.75,8.48,17.13,16.098,15.855,0.2425,Significantly Better (>.10),0.0038,Nominal Change
-9.0,Less_Activity,No Precip,No Precip,No Precip,12.73,12.5,14.63,16.178,16.098,0.08,Better (>.05),0.2438,Significantly Better (>.10)
-8.0,Less_Activity,No Precip,No Precip,No Precip,0.42,2.0,7.13,15.938,16.178,-0.24,Significantly Worse (<-.10),0.2013,Significantly Better (>.10)
-4.0,Same_Activity,No Precip,No Precip,No Precip,8.92,11.5,19.5,15.95,15.938,0.0125,Nominal Change,-0.2,Significantly Worse (<-.10)
-8.0,Less_Activity,No Precip,No Precip,No Precip,4.75,5.88,8.63,14.24,14.81,-0.57,Significantly Worse (<-.10),-0.855,Significantly Worse (<-.10)
-14.0,Less_Activity,No Precip,No Precip,No Precip,5.92,8.25,9.88,14.568,14.24,0.3275,Significantly Better (>.10),-0.855,Significantly Worse (<-.10)
-6.0,Less_Activity,No Precip,No Precip,No Precip,4.67,8.38,11.5,14.753,14.568,0.185,Significantly Better (>.10),0.0425,Slightly Better (>.02)
-4.0,Same_Activity,No Precip,No Precip,No Precip,6.0,11.75,16.25,14.75,14.753,-0.0025,Nominal Change,0.3488,Significantly Better (>.10)
-2.0,Same_Activity,No Precip,No Precip,No Precip,11.5,14.13,13.38,14.69,14.75,-0.06,Worse (<-.05),0.09,Better (>.05)
-6.0,Less_Activity,No Precip,No Precip,No Precip,7.75,9.75,12.63,14.91,14.837,0.0733,Better (>.05),0.11,Significantly Better (>.10)
5.0,Same_Activity,No Precip,No Precip,No Precip,7.58,12.63,10.13,15.15,14.91,0.24,Significantly Better (>.10),0.11,Significantly Better (>.10)
-17.0,Less_Activity,No Precip,No Precip,No Precip,4.83,2.88,5.0,14.6,15.15,-0.55,Significantly Worse (<-.10),0.2767,Significantly Better (>.10)
2.0,Same_Activity,Light Precip,No Precip,No Precip,4.08,7.38,9.5,13.883,14.6,-0.7175,Significantly Worse (<-.10),-0.43,Significantly Worse (<-.10)
-1.0,Same_Activity,No Precip,No Precip,No Precip,10.08,12.25,14.25,13.535,13.883,-0.3475,Significantly Worse (<-.10),-0.9925,Significantly Worse (<-.10)
-3.0,Same_Activity,No Precip,No Precip,No Precip,0.0,5.63,6.75,13.455,13.482,-0.0267,Slightly Worse (<-.02),-0.04,Slightly Worse (<-.02)
1.0,Same_Activity,No Precip,No Precip,No Precip,0.67,4.75,8.13,13.5,13.7,-0.2,Significantly Worse (<-.10),0.2317,Significantly Better (>.10)
0.0,Same_Activity,No Precip,No Precip,No Precip,1.67,5.63,7.25,13.718,13.5,0.2175,Significantly Better (>.10),-0.0775,Worse (<-.05)
0.0,Same_Activity,No Precip,No Precip,No Precip,5.0,7.0,12.38,13.58,13.718,-0.1375,Significantly Worse (<-.10),0.1175,Significantly Better (>.10)
0.0,Same_Activity,No Precip,No Precip,No Precip,4.83,10.0,9.63,13.398,13.448,-0.05,Slightly Worse (<-.02),-0.075,Worse (<-.05)
1.0,Same_Activity,No Precip,No Precip,No Precip,2.83,5.75,7.38,14.143,14.25,-0.1075,Significantly Worse (<-.10),0.5192,Significantly Better (>.10)
1.0,Same_Activity,No Precip,No Precip,No Precip,3.67,7.13,6.25,13.74,13.943,-0.2033,Significantly Worse (<-.10),-0.305,Significantly Worse (<-.10)
0.0,Same_Activity,No Precip,No Precip,No Precip,11.0,11.75,18.5,13.2,13.115,0.085,Better (>.05),0.0325,Slightly Better (>.02)
-3.0,Same_Activity,No Precip,No Precip,No Precip,12.42,15.13,11.75,13.165,13.2,-0.035,Slightly Worse (<-.02),0.11,Significantly Better (>.10)
2.0,Same_Activity,No Precip,No Precip,No Precip,8.0,10.38,15.63,13.128,13.14,-0.0125,Nominal Change,-0.0188,Nominal Change
-3.0,Same_Activity,No Precip,No Precip,No Precip,11.33,13.38,13.75,12.785,13.128,-0.3425,Significantly Worse (<-.10),-0.0188,Nominal Change
-1.0,Same_Activity,No Precip,No Precip,No Precip,0.5,6.25,12.75,12.675,12.785,-0.11,Significantly Worse (<-.10),-0.3488,Significantly Worse (<-.10)
-18.0,Less_Activity,No Precip,No Precip,No Precip,5.63,7.83,9.75,12.73,12.675,0.055,Better (>.05),-0.2813,Significantly Worse (<-.10)
-6.0,Less_Activity,No Precip,No Precip,No Precip,10.75,12.25,14.13,12.863,12.73,0.1325,Significantly Better (>.10),0.0,Nominal Change
-3.0,Same_Activity,No Precip,No Precip,No Precip,1.5,3.13,7.75,12.923,12.903,0.02,Nominal Change,0.03,Slightly Better (>.02)
-1.0,Same_Activity,No Precip,No Precip,No Precip,7.83,11.25,16.0,12.963,12.923,0.04,Slightly Better (>.02),0.03,Slightly Better (>.02)
2.0,Same_Activity,No Precip,No Precip,No Precip,11.75,7.75,11.5,12.875,12.963,-0.0875,Worse (<-.05),0.05,Better (>.05)
3.0,Same_Activity,No Precip,No Precip,No Precip,6.25,8.13,14.0,12.865,12.875,-0.01,Nominal Change,-0.0675,Worse (<-.05)
-18.0,Less_Activity,No Precip,No Precip,No Precip,11.25,18.0,26.5,12.86,12.865,-0.005,Nominal Change,-0.0538,Worse (<-.05)
-13.0,Less_Activity,No Precip,No Precip,No Precip,1.83,0.38,6.63,12.712,12.786,-0.0742,Worse (<-.05),-0.0767,Worse (<-.05)
0.0,Same_Activity,No Precip,No Precip,No Precip,5.08,8.75,14.75,12.638,12.712,-0.0742,Worse (<-.05),-0.1113,Significantly Worse (<-.10)
-10.0,Less_Activity,Precip,Light Precip,Light Precip,16.97,9.28,9.08,12.71,12.638,0.0725,Better (>.05),-0.1113,Significantly Worse (<-.10)
3.0,Same_Activity,No Precip,No Precip,No Precip,11.33,8.53,8.25,12.67,12.71,-0.04,Slightly Worse (<-.02),0.0354,Slightly Better (>.02)
3.0,Same_Activity,No Precip,No Precip,No Precip,1.17,1.5,5.75,12.763,12.67,0.0925,Better (>.05),-0.0038,Nominal Change
-16.0,Less_Activity,Light Precip,No Precip,No Precip,10.77,9.63,9.13,12.913,12.763,0.15,Significantly Better (>.10),0.0725,Better (>.05)
-5.0,Same_Activity,No Precip,No Precip,No Precip,6.5,6.38,7.8,12.905,12.913,-0.0075,Nominal Change,0.1963,Significantly Better (>.10)
-1.0,Same_Activity,No Precip,No Precip,No Precip,12.5,9.63,13.63,12.89,12.898,-0.0075,Nominal Change,-0.0113,Nominal Change
2.0,Same_Activity,No Precip,No Precip,No Precip,1.75,0.75,6.38,13.008,12.89,0.1175,Significantly Better (>.10),-0.0113,Nominal Change
3.0,Same_Activity,No Precip,No Precip,No Precip,5.83,9.38,12.88,12.99,13.008,-0.0175,Nominal Change,0.1138,Significantly Better (>.10)
8.0,More_Activity,No Precip,No Precip,No Precip,8.08,9.5,14.5,13.09,12.99,0.1,Better (>.05),0.0413,Slightly Better (>.02)
13.0,More_Activity,No Precip,No Precip,No Precip,3.33,6.88,13.5,13.09,13.09,0.0,Nominal Change,0.0913,Better (>.05)
-26.0,Less_Activity,No Precip,No Precip,No Precip,13.42,14.0,14.0,13.06,13.09,-0.03,Slightly Worse (<-.02),0.05,Better (>.05)
-8.0,Less_Activity,No Precip,No Precip,No Precip,11.92,13.0,9.88,13.0,13.03,-0.03,Slightly Worse (<-.02),-0.045,Slightly Worse (<-.02)
-9.0,Less_Activity,No Precip,No Precip,No Precip,7.0,8.75,9.25,12.7,13.0,-0.3,Significantly Worse (<-.10),-0.045,Slightly Worse (<-.02)
-2.0,Same_Activity,Light Precip,Light Precip,No Precip,5.5,6.53,8.15,12.79,12.7,0.09,Better (>.05),-0.315,Significantly Worse (<-.10)
-9.0,Less_Activity,No Precip,No Precip,No Precip,5.08,7.75,9.9,12.87,12.79,0.08,Better (>.05),-0.06,Worse (<-.05)
-9.0,Less_Activity,No Precip,No Precip,No Precip,7.75,8.38,9.5,12.8,12.87,-0.07,Worse (<-.05),0.125,Significantly Better (>.10)
-10.0,Less_Activity,No Precip,No Precip,No Precip,9.5,8.25,8.88,12.743,12.8,-0.0567,Worse (<-.05),-0.03,Slightly Worse (<-.02)
-13.0,Less_Activity,No Precip,No Precip,Precip,14.42,14.25,12.28,12.63,12.687,-0.0567,Worse (<-.05),-0.085,Worse (<-.05)
-6.0,Less_Activity,No Precip,No Precip,No Precip,0.75,0.38,3.5,12.648,12.63,0.0175,Nominal Change,-0.085,Worse (<-.05)
6.0,More_Activity,Light Precip,No Precip,No Precip,11.58,9.38,9.5,12.59,12.648,-0.0575,Worse (<-.05),-0.0108,Nominal Change
-4.0,Same_Activity,No Precip,No Precip,No Precip,5.33,4.13,8.0,12.63,12.59,0.04,Slightly Better (>.02),-0.0488,Slightly Worse (<-.02)
-4.0,Same_Activity,No Precip,No Precip,No Precip,3.67,7.25,16.33,12.773,12.63,0.1425,Significantly Better (>.10),0.0113,Nominal Change
-6.0,Less_Activity,No Precip,No Precip,No Precip,14.63,18.95,20.63,12.865,12.773,0.0925,Better (>.05),0.1625,Significantly Better (>.10)
5.0,Same_Activity,No Precip,No Precip,No Precip,15.0,16.38,14.88,13.05,12.958,0.0925,Better (>.05),0.1388,Significantly Better (>.10)
-2.0,Same_Activity,No Precip,No Precip,No Precip,5.75,5.88,8.38,13.053,13.05,0.0025,Nominal Change,0.1388,Significantly Better (>.10)
5.0,Same_Activity,No Precip,No Precip,No Precip,6.17,9.88,12.75,13.193,13.053,0.14,Significantly Better (>.10),0.0488,Slightly Better (>.02)
-1.0,Same_Activity,No Precip,No Precip,No Precip,3.33,6.13,6.38,13.175,13.193,-0.0175,Nominal Change,0.1413,Significantly Better (>.10)
-3.0,Same_Activity,No Precip,No Precip,No Precip,2.42,2.75,7.0,13.081,13.175,-0.0938,Worse (<-.05),0.0525,Better (>.05)
-6.0,Less_Activity,No Precip,No Precip,No Precip,9.25,10.63,12.43,12.988,13.081,-0.0938,Worse (<-.05),-0.1025,Significantly Worse (<-.10)
4.0,Same_Activity,No Precip,No Precip,No Precip,19.58,16.5,14.0,12.8,12.894,-0.0938,Worse (<-.05),-0.1406,Significantly Worse (<-.10)
1.0,Same_Activity,No Precip,No Precip,No Precip,7.0,12.75,15.13,12.855,12.8,0.055,Better (>.05),-0.1406,Significantly Worse (<-.10)
1.0,Same_Activity,No Precip,No Precip,No Precip,15.58,13.88,13.88,12.77,12.855,-0.085,Worse (<-.05),0.0081,Nominal Change
-1.0,Same_Activity,No Precip,No Precip,No Precip,2.38,11.08,13.95,12.753,12.77,-0.0175,Nominal Change,-0.0575,Worse (<-.05)
4.0,Same_Activity,No Precip,No Precip,No Precip,9.75,3.75,10.13,12.908,12.753,0.155,Significantly Better (>.10),-0.06,Worse (<-.05)
-1.0,Same_Activity,No Precip,No Precip,No Precip,16.62,18.38,18.13,13.27,13.185,0.085,Better (>.05),0.1388,Significantly Better (>.10)
0.0,Same_Activity,No Precip,No Precip,No Precip,6.5,0.38,6.63,13.275,13.27,0.005,Nominal Change,0.1313,Significantly Better (>.10)
-1.0,Same_Activity,No Precip,No Precip,No Precip,6.67,7.63,8.33,13.208,13.358,-0.15,Significantly Worse (<-.10),0.0363,Slightly Better (>.02)
1.0,Same_Activity,No Precip,No Precip,No Precip,7.1,13.75,17.25,13.248,13.258,-0.0108,Nominal Change,-0.0163,Nominal Change
1.0,Same_Activity,No Precip,No Precip,No Precip,4.5,1.63,4.5,13.43,13.393,0.0375,Slightly Better (>.02),0.055,Better (>.05)
-2.0,Same_Activity,No Precip,No Precip,No Precip,8.83,10.45,12.0,13.23,13.43,-0.2,Significantly Worse (<-.10),0.02,Nominal Change
-4.0,Same_Activity,No Precip,Light Precip,Light Precip,16.32,17.45,17.0,14.63,14.335,0.295,Significantly Better (>.10),-0.0125,Nominal Change
-4.0,Same_Activity,No Precip,No Precip,No Precip,4.08,7.5,9.13,14.833,14.63,0.2025,Significantly Better (>.10),0.2908,Significantly Better (>.10)
-5.0,Same_Activity,No Precip,No Precip,No Precip,12.87,16.75,14.83,14.623,14.833,-0.21,Significantly Worse (<-.10),0.35,Significantly Better (>.10)
1.0,Same_Activity,Light Precip,Light Precip,Light Precip,15.93,17.55,19.5,14.748,14.623,0.125,Significantly Better (>.10),-0.1088,Significantly Worse (<-.10)
-7.0,Less_Activity,No Precip,No Precip,No Precip,9.92,14.25,14.13,14.643,14.723,-0.08,Worse (<-.05),-0.0125,Nominal Change
-4.0,Same_Activity,No Precip,No Precip,No Precip,3.33,12.25,18.0,14.825,14.643,0.1825,Significantly Better (>.10),-0.0842,Worse (<-.05)
-4.0,Same_Activity,No Precip,No Precip,No Precip,13.83,14.5,20.75,14.948,14.825,0.1225,Significantly Better (>.10),0.1425,Significantly Better (>.10)
-3.0,Same_Activity,No Precip,No Precip,No Precip,2.25,7.88,5.13,14.818,14.948,-0.13,Significantly Worse (<-.10),0.2138,Significantly Better (>.10)
0.0,Same_Activity,No Precip,No Precip,No Precip,20.03,17.88,17.13,14.623,14.688,-0.065,Worse (<-.05),-0.0975,Worse (<-.05)
-8.0,Less_Activity,No Precip,No Precip,No Precip,11.25,7.88,5.25,14.763,14.623,0.14,Significantly Better (>.10),-0.0975,Worse (<-.05)
-5.0,Same_Activity,No Precip,No Precip,No Precip,19.08,19.13,15.13,15.003,14.763,0.24,Significantly Better (>.10),0.1075,Significantly Better (>.10)
0.0,Same_Activity,No Precip,No Precip,No Precip,15.98,13.0,8.88,15.032,15.003,0.0295,Slightly Better (>.02),0.31,Significantly Better (>.10)
-16.0,Less_Activity,Light Precip,No Precip,No Precip,9.42,8.63,18.25,15.15,15.121,0.0295,Slightly Better (>.02),0.0443,Slightly Better (>.02)
-9.0,Less_Activity,No Precip,No Precip,No Precip,7.42,12.75,11.88,15.02,15.15,-0.13,Significantly Worse (<-.10),0.0443,Slightly Better (>.02)
-11.0,Less_Activity,No Precip,No Precip,No Precip,10.92,12.75,16.25,14.8,15.02,-0.22,Significantly Worse (<-.10),-0.1153,Significantly Worse (<-.10)
-2.0,Same_Activity,Light Precip,Precip,Precip,17.3,13.33,7.58,14.685,14.8,-0.115,Significantly Worse (<-.10),-0.285,Significantly Worse (<-.10)
-2.0,Same_Activity,No Precip,No Precip,No Precip,2.5,9.38,10.88,14.72,14.685,0.035,Slightly Better (>.02),-0.225,Significantly Worse (<-.10)
-4.0,Same_Activity,Light Precip,Precip,Precip,18.0,20.03,19.25,15.023,14.922,0.1008,Significantly Better (>.10),0.1513,Significantly Better (>.10)
-2.0,Same_Activity,Light Precip,Light Precip,Light Precip,15.17,17.7,20.63,15.083,15.023,0.06,Better (>.05),0.1513,Significantly Better (>.10)
-16.0,Less_Activity,No Precip,No Precip,No Precip,11.55,13.63,13.5,15.25,15.083,0.1675,Significantly Better (>.10),0.1104,Significantly Better (>.10)
-3.0,Same_Activity,Light Precip,No Precip,No Precip,13.62,11.93,14.5,15.004,15.25,-0.2463,Significantly Worse (<-.10),0.1975,Significantly Better (>.10)
0.0,Same_Activity,No Precip,No Precip,No Precip,6.58,7.75,14.38,14.758,15.004,-0.2463,Significantly Worse (<-.10),-0.1625,Significantly Worse (<-.10)
-27.0,Less_Activity,No Precip,No Precip,No Precip,6.08,11.0,6.63,14.818,14.798,0.02,Nominal Change,0.03,Slightly Better (>.02)
-6.0,Less_Activity,No Precip,No Precip,No Precip,9.92,15.13,20.25,14.7,14.818,-0.1175,Significantly Worse (<-.10),0.03,Slightly Better (>.02)
-12.0,Less_Activity,No Precip,No Precip,No Precip,14.17,17.0,15.25,14.593,14.7,-0.1075,Significantly Worse (<-.10),-0.1075,Significantly Worse (<-.10)
-2.0,Same_Activity,No Precip,Light Precip,Light Precip,9.42,6.2,5.83,14.51,14.593,-0.0825,Worse (<-.05),-0.1663,Significantly Worse (<-.10)
-4.0,Same_Activity,No Precip,No Precip,No Precip,15.22,16.25,22.5,14.7,14.51,0.19,Significantly Better (>.10),-0.1363,Significantly Worse (<-.10)
-7.0,Less_Activity,Light Precip,No Precip,Light Precip,8.33,5.25,7.6,14.973,14.882,0.0908,Better (>.05),0.1363,Significantly Better (>.10)
-2.0,Same_Activity,No Precip,No Precip,No Precip,13.55,12.5,14.83,14.84,14.973,-0.1325,Significantly Worse (<-.10),0.1363,Significantly Better (>.10)
8.0,More_Activity,No Precip,No Precip,No Precip,5.42,1.5,7.0,15.038,14.84,0.1975,Significantly Better (>.10),-0.0871,Worse (<-.05)
-14.0,Less_Activity,No Precip,No Precip,No Precip,13.42,16.0,13.5,14.865,15.038,-0.1725,Significantly Worse (<-.10),0.1313,Significantly Better (>.10)
-6.0,Less_Activity,No Precip,No Precip,No Precip,2.33,7.0,9.63,14.693,14.865,-0.1725,Significantly Worse (<-.10),-0.0738,Worse (<-.05)
-36.0,Less_Activity,No Precip,Precip,Precip,13.42,14.1,15.53,14.638,14.656,-0.0183,Nominal Change,-0.0275,Slightly Worse (<-.02)
2.0,Same_Activity,No Precip,No Precip,No Precip,3.63,1.3,3.88,14.84,14.638,0.2025,Significantly Better (>.10),-0.0275,Slightly Worse (<-.02)
0.0,Same_Activity,No Precip,No Precip,No Precip,8.42,13.63,13.88,14.69,14.84,-0.15,Significantly Worse (<-.10),0.1933,Significantly Better (>.10)
-5.0,Same_Activity,No Precip,No Precip,No Precip,4.67,4.13,6.63,15.05,14.69,0.36,Significantly Better (>.10),-0.0488,Slightly Worse (<-.02)
-3.0,Same_Activity,No Precip,No Precip,No Precip,1.83,3.75,0.0,15.19,15.05,0.14,Significantly Better (>.10),0.285,Significantly Better (>.10)
0.0,Same_Activity,No Precip,No Precip,No Precip,5.2,7.58,11.45,15.105,15.126,-0.0213,Slightly Worse (<-.02),-0.0319,Slightly Worse (<-.02)
2.0,Same_Activity,No Precip,No Precip,No Precip,5.87,2.75,4.88,14.883,15.105,-0.2225,Significantly Worse (<-.10),-0.0319,Slightly Worse (<-.02)
12.0,More_Activity,No Precip,No Precip,No Precip,2.08,8.13,8.5,14.98,14.883,0.0975,Better (>.05),-0.2331,Significantly Worse (<-.10)
1.0,Same_Activity,No Precip,No Precip,No Precip,9.42,9.38,10.25,14.975,14.88,0.095,Better (>.05),-0.0675,Worse (<-.05)
0.0,Same_Activity,No Precip,No Precip,No Precip,3.92,8.13,4.38,14.813,14.975,-0.1625,Significantly Worse (<-.10),0.0725,Better (>.05)
-3.0,Same_Activity,No Precip,No Precip,No Precip,6.67,12.0,17.88,14.825,14.813,0.0125,Nominal Change,-0.115,Significantly Worse (<-.10)
23.0,More_Activity,No Precip,No Precip,No Precip,4.0,3.38,2.63,14.61,14.825,-0.215,Significantly Worse (<-.10),-0.0688,Worse (<-.05)
0.0,Same_Activity,No Precip,No Precip,No Precip,2.42,8.75,5.13,14.583,14.592,-0.0092,Nominal Change,-0.0138,Nominal Change
0.0,Same_Activity,No Precip,No Precip,No Precip,1.0,8.0,13.63,14.57,14.583,-0.0125,Nominal Change,-0.0138,Nominal Change
-1.0,Same_Activity,No Precip,No Precip,No Precip,4.08,5.75,6.38,14.618,14.57,0.0475,Slightly Better (>.02),-0.0171,Nominal Change
-1.0,Same_Activity,No Precip,No Precip,No Precip,16.37,17.05,17.38,14.44,14.618,-0.1775,Significantly Worse (<-.10),0.0413,Slightly Better (>.02)
-4.0,Same_Activity,No Precip,No Precip,No Precip,2.67,3.38,7.88,14.15,14.44,-0.29,Significantly Worse (<-.10),-0.1538,Significantly Worse (<-.10)
6.0,More_Activity,No Precip,No Precip,No Precip,7.08,11.25,16.63,14.278,14.235,0.0425,Slightly Better (>.02),0.0638,Better (>.05)
3.0,Same_Activity,No Precip,No Precip,No Precip,5.0,6.13,3.63,14.215,14.278,-0.0625,Worse (<-.05),0.0638,Better (>.05)
-10.0,Less_Activity,Precip,No Precip,No Precip,6.27,8.9,13.33,13.985,14.215,-0.23,Significantly Worse (<-.10),-0.0413,Slightly Worse (<-.02)
-9.0,Less_Activity,Precip,Precip,Precip,16.62,11.6,19.38,14.095,13.985,0.11,Significantly Better (>.10),-0.2613,Significantly Worse (<-.10)
-2.0,Same_Activity,No Precip,No Precip,No Precip,0.5,1.75,9.0,14.23,14.225,0.005,Nominal Change,0.0075,Nominal Change
-5.0,Same_Activity,No Precip,No Precip,No Precip,1.58,4.88,10.88,14.23,14.23,0.0,Nominal Change,0.0075,Nominal Change
1.0,Same_Activity,No Precip,No Precip,No Precip,4.08,1.25,5.5,13.258,13.623,-0.365,Significantly Worse (<-.10),-0.2494,Significantly Worse (<-.10)
1.0,Same_Activity,No Precip,No Precip,No Precip,6.08,6.13,9.63,13.3,13.258,0.0425,Slightly Better (>.02),-0.4838,Significantly Worse (<-.10)
0.0,Same_Activity,No Precip,No Precip,No Precip,9.08,19.25,18.63,13.025,13.116,-0.0908,Worse (<-.05),-0.1363,Significantly Worse (<-.10)
-2.0,Same_Activity,No Precip,No Precip,No Precip,9.25,15.25,13.25,12.415,13.025,-0.61,Significantly Worse (<-.10),-0.1363,Significantly Worse (<-.10)
-2.0,Same_Activity,No Precip,No Precip,No Precip,2.5,3.13,3.5,11.805,12.415,-0.61,Significantly Worse (<-.10),-0.6554,Significantly Worse (<-.10)
-1.0,Same_Activity,No Precip,No Precip,No Precip,1.83,4.0,8.88,11.89,11.805,0.085,Better (>.05),-0.915,Significantly Worse (<-.10)
-2.0,Same_Activity,No Precip,No Precip,No Precip,5.33,7.5,15.0,11.74,11.89,-0.15,Significantly Worse (<-.10),-0.22,Significantly Worse (<-.10)
3.0,Same_Activity,No Precip,No Precip,No Precip,6.33,8.63,13.45,11.738,11.738,-8.0E-4,Nominal Change,-0.0013,Nominal Change
0.0,Same_Activity,No Precip,No Precip,No Precip,11.28,15.88,14.75,11.75,11.738,0.0125,Nominal Change,-0.0013,Nominal Change
-1.0,Same_Activity,No Precip,No Precip,No Precip,5.75,5.0,8.25,11.833,11.75,0.0825,Better (>.05),0.0121,Nominal Change
-4.0,Same_Activity,No Precip,No Precip,No Precip,3.92,6.0,8.88,11.998,11.833,0.165,Significantly Better (>.10),0.0888,Better (>.05)
-4.0,Same_Activity,Precip,No Precip,No Precip,11.62,9.38,11.95,12.065,11.998,0.0675,Better (>.05),0.2063,Significantly Better (>.10)
-1.0,Same_Activity,No Precip,No Precip,No Precip,6.25,6.88,9.0,12.19,12.148,0.0417,Slightly Better (>.02),0.0625,Better (>.05)
-3.0,Same_Activity,No Precip,No Precip,No Precip,6.42,6.5,11.13,12.4,12.19,0.21,Significantly Better (>.10),0.0625,Better (>.05)
1.0,Same_Activity,No Precip,No Precip,No Precip,2.0,3.5,9.38,12.265,12.4,-0.135,Significantly Worse (<-.10),0.2308,Significantly Better (>.10)
0.0,Same_Activity,No Precip,No Precip,No Precip,2.67,5.0,7.88,12.198,12.265,-0.0675,Worse (<-.05),-0.03,Slightly Worse (<-.02)
2.0,Same_Activity,No Precip,No Precip,No Precip,4.92,11.75,13.93,13.15,12.81,0.34,Significantly Better (>.10),0.1563,Significantly Better (>.10)
0.0,Same_Activity,No Precip,No Precip,No Precip,2.72,6.13,9.0,11.018,11.401,-0.3831,Significantly Worse (<-.10),-0.5747,Significantly Worse (<-.10)
1.0,Same_Activity,No Precip,No Precip,No Precip,5.83,9.25,9.8,11.125,11.018,0.1075,Significantly Better (>.10),-0.5747,Significantly Worse (<-.10)
1.0,Same_Activity,No Precip,No Precip,No Precip,5.0,6.88,2.88,10.7,11.23,-0.53,Significantly Worse (<-.10),-0.3442,Significantly Worse (<-.10)
1.0,Same_Activity,No Precip,No Precip,No Precip,11.08,14.25,12.25,10.685,10.8,-0.115,Significantly Worse (<-.10),-0.11,Significantly Worse (<-.10)
1.0,Same_Activity,No Precip,No Precip,No Precip,3.5,6.38,8.75,9.8925,9.7675,0.125,Significantly Better (>.10),-0.4463,Significantly Worse (<-.10)
